Software_name,category_1,option_1,,category_2,option_2,category_3,option_3,category_4,option_4,category_5,option_5,category_6,option_6,category_7,option_7,category_8,option_8,category_9,option_9,category_10,option_10,category_11,option_11,category_12,option_12,category_13,option_13,category_14,option_14,category_15,option_15,category_16
IntelliJ IDEA,https://www.g2.com/categories/java-integrated-development-environments-ide,entornos-desarrollo-integrados-java-ide,https://www.g2.com/categories/java-integrated-development-environments-ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclipse,https://www.g2.com/categories/java-integrated-development-environments-ide,entornos-desarrollo-integrados-java-ide,https://www.g2.com/categories/java-integrated-development-environments-ide,https://www.g2.com/categories/php-integrated-development-environments-ide,entornos-desarrollo-integrados-php-ide,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syncfusion Essential Studio Enterprise Edition,https://www.g2.com/categories/net-integrated-development-environments-ide,entornos-desarrollo-integrados-net-ide,https://www.g2.com/categories/net-integrated-development-environments-ide,https://www.g2.com/categories/mobile-development-frameworks,marcos-desarrollo-movil,https://www.g2.com/categories/component-libraries,bibliotecas-componentes,https://www.g2.com/categories/data-visualization-libraries,bibliotecas-visualizacion-datos,https://www.g2.com/categories/javascript-web-frameworks,,,,,,,,,,,,,,,,,,,,,,
DevExpress,https://www.g2.com/categories/net-integrated-development-environments-ide,entornos-desarrollo-integrados-net-ide,https://www.g2.com/categories/net-integrated-development-environments-ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WebStorm,https://www.g2.com/categories/other-integrated-development-environments-ide,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gond,https://www.g2.com/categories/other-integrated-development-environments-ide,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studio 3T,https://www.g2.com/categories/other-integrated-development-environments-ide,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhpStorm,https://www.g2.com/categories/php-integrated-development-environments-ide,entornos-desarrollo-integrados-php-ide,https://www.g2.com/categories/php-integrated-development-environments-ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyCharm,https://www.g2.com/categories/python-integrated-development-environments-ide,entornos-desarrollo-integrados-python-ide,https://www.g2.com/categories/python-integrated-development-environments-ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noteable,https://www.g2.com/categories/python-integrated-development-environments-ide,entornos-desarrollo-integrados-python-ide,https://www.g2.com/categories/python-integrated-development-environments-ide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DataGrip,https://www.g2.com/categories/sql-integrated-development-environments-ide,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBeaver,https://www.g2.com/categories/sql-integrated-development-environments-ide,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navicat Premium,https://www.g2.com/categories/sql-integrated-development-environments-ide,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowserStack,https://www.g2.com/categories/software-testing,prueba-software,https://www.g2.com/categories/software-testing,https://www.g2.com/categories/mobile-app-testing,pruebas-aplicaciones-moviles,https://www.g2.com/categories/automation-testing,pruebas-automatizacion,,,,,,,,,,,,,,,,,,,,,,,,,
Postman,https://www.g2.com/categories/software-testing,prueba-software,https://www.g2.com/categories/software-testing,https://www.g2.com/categories/api-design,diseño-api,https://www.g2.com/categories/api-management,gestion-api,https://www.g2.com/categories/api-platforms,plataformas-api,https://www.g2.com/categories/build-automation,automatizacion-compilacion,https://www.g2.com/categories/service-virtualization,service-virtualization,,,,,,,,,,,,,,,,,,,
mbdaTest,https://www.g2.com/categories/software-testing,prueba-software,https://www.g2.com/categories/software-testing,https://www.g2.com/categories/mobile-app-testing,pruebas-aplicaciones-moviles,https://www.g2.com/categories/automation-testing,pruebas-automatizacion,,,,,,,,,,,,,,,,,,,,,,,,,
MadCap Flare,https://www.g2.com/categories/help-authoring-tool-hat,herramientas-autoria-ayuda-hat,https://www.g2.com/categories/help-authoring-tool-hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document360,https://www.g2.com/categories/help-authoring-tool-hat,herramientas-autoria-ayuda-hat,https://www.g2.com/categories/help-authoring-tool-hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClickHelp,https://www.g2.com/categories/help-authoring-tool-hat,herramientas-autoria-ayuda-hat,https://www.g2.com/categories/help-authoring-tool-hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Login,https://www.g2.com/categories/other-development,otro-desarrollo,https://www.g2.com/categories/other-development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Login,https://www.g2.com/categories/other-development,otro-desarrollo,https://www.g2.com/categories/other-development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA CUDA GL,https://www.g2.com/categories/other-development,otro-desarrollo,https://www.g2.com/categories/other-development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM API Connect,https://www.g2.com/categories/api-design,diseño-api,https://www.g2.com/categories/api-design,https://www.g2.com/categories/api-management,gestion-api,https://www.g2.com/categories/api-marketplace,mercado-api,https://www.g2.com/categories/api-platforms,plataformas-api,,,,,,,,,,,,,,,,,,,,,,,
Stoplight,https://www.g2.com/categories/api-design,diseño-api,https://www.g2.com/categories/api-design,https://www.g2.com/categories/api-documentation-management,gestion-documentacion-api,https://www.g2.com/categories/api-platforms,plataformas-api,,,,,,,,,,,,,,,,,,,,,,,,,
SwaggerHub,https://www.g2.com/categories/api-documentation-management,gestion-documentacion-api,https://www.g2.com/categories/api-documentation-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReadMe,https://www.g2.com/categories/api-documentation-management,gestion-documentacion-api,https://www.g2.com/categories/api-documentation-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamFactory,https://www.g2.com/categories/api-generation,generacion-api,https://www.g2.com/categories/api-generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon API Gateway,https://www.g2.com/categories/api-generation,generacion-api,https://www.g2.com/categories/api-generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CData API Server,https://www.g2.com/categories/api-generation,generacion-api,https://www.g2.com/categories/api-generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM Cloud Pak for Integration,https://www.g2.com/categories/api-management,gestion-api,https://www.g2.com/categories/api-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celigo,https://www.g2.com/categories/api-marketplace,mercado-api,https://www.g2.com/categories/api-marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codebeamer,https://www.g2.com/categories/alm-software-suites,,#N/A,https://www.g2.com/categories/requirements-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jama Connect for Requirements Management,https://www.g2.com/categories/alm-software-suites,,#N/A,https://www.g2.com/categories/requirements-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Cloud Anthos,https://www.g2.com/categories/alm-software-suites,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ServiceNow App Engine,https://www.g2.com/categories/application-development-platforms,plataformas-desarrollo-aplicaciones,https://www.g2.com/categories/application-development-platforms,https://www.g2.com/categories/low-code-development-platforms,,https://www.g2.com/categories/no-code-development-platforms,plataformas-desarrollo-sin-codigo,,,,,,,,,,,,,,,,,,,,,,,,,
OutSystems,https://www.g2.com/categories/application-development-platforms,plataformas-desarrollo-aplicaciones,https://www.g2.com/categories/application-development-platforms,https://www.g2.com/categories/mobile-development-platforms,,https://www.g2.com/categories/low-code-development-platforms,,https://www.g2.com/categories/workplace-innovation-platforms,plataformas-innovacion-trabajo,,,,,,,,,,,,,,,,,,,,,,,
Amazon Corretto,https://www.g2.com/categories/java-development-kit-jdk-distributions,distribuciones-java-development-kit-jdk,https://www.g2.com/categories/java-development-kit-jdk-distributions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azul Platform Core (Zulu),https://www.g2.com/categories/java-development-kit-jdk-distributions,distribuciones-java-development-kit-jdk,https://www.g2.com/categories/java-development-kit-jdk-distributions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle Java Downloads,https://www.g2.com/categories/java-development-kit-jdk-distributions,distribuciones-java-development-kit-jdk,https://www.g2.com/categories/java-development-kit-jdk-distributions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz Job Scheduler,https://www.g2.com/categories/java-development-tools,herramientas-desarrollo-java,https://www.g2.com/categories/java-development-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micro Focus Visual COBOL,https://www.g2.com/categories/java-development-tools,herramientas-desarrollo-java,https://www.g2.com/categories/java-development-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRebel,https://www.g2.com/categories/java-development-tools,herramientas-desarrollo-java,https://www.g2.com/categories/java-development-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appy Pie,https://www.g2.com/categories/drag-and-drop-app-builder,constructor-aplicaciones-arrastrar-soltar,https://www.g2.com/categories/drag-and-drop-app-builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glide,https://www.g2.com/categories/drag-and-drop-app-builder,constructor-aplicaciones-arrastrar-soltar,https://www.g2.com/categories/drag-and-drop-app-builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jotform Apps,https://www.g2.com/categories/drag-and-drop-app-builder,constructor-aplicaciones-arrastrar-soltar,https://www.g2.com/categories/drag-and-drop-app-builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
React Native,https://www.g2.com/categories/mobile-development-frameworks,marcos-desarrollo-movil,https://www.g2.com/categories/mobile-development-frameworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionic,https://www.g2.com/categories/mobile-development-frameworks,marcos-desarrollo-movil,https://www.g2.com/categories/mobile-development-frameworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle Mobile Hub,https://www.g2.com/categories/mobile-backend-as-a-service-mbaas,backend-movil-servicio-mbaas,https://www.g2.com/categories/mobile-backend-as-a-service-mbaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWS Amplify,https://www.g2.com/categories/mobile-backend-as-a-service-mbaas,backend-movil-servicio-mbaas,https://www.g2.com/categories/mobile-backend-as-a-service-mbaas,https://www.g2.com/categories/application-release-orchestration,orquestacion-lanzamiento-aplicaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,
Backendless,https://www.g2.com/categories/mobile-backend-as-a-service-mbaas,backend-movil-servicio-mbaas,https://www.g2.com/categories/mobile-backend-as-a-service-mbaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instabug,https://www.g2.com/categories/mobile-app-debugging,depuracion-aplicaciones-moviles,https://www.g2.com/categories/mobile-app-debugging,https://www.g2.com/categories/mobile-crash-reporting,informes-fallos-aplicaciones-moviles,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chrome Mobile DevTools,https://www.g2.com/categories/mobile-app-debugging,depuracion-aplicaciones-moviles,https://www.g2.com/categories/mobile-app-debugging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plivo,https://www.g2.com/categories/communication-platform-as-a-service,plataforma-comunicacion-servicio,https://www.g2.com/categories/communication-platform-as-a-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telnyx,https://www.g2.com/categories/communication-platform-as-a-service,plataforma-comunicacion-servicio,https://www.g2.com/categories/communication-platform-as-a-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandwidth,https://www.g2.com/categories/communication-platform-as-a-service,plataforma-comunicacion-servicio,https://www.g2.com/categories/communication-platform-as-a-service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apideck Ecosystem,https://www.g2.com/categories/enterprise-app-store,tienda-aplicaciones-empresariales,https://www.g2.com/categories/enterprise-app-store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basaas,https://www.g2.com/categories/enterprise-app-store,tienda-aplicaciones-empresariales,https://www.g2.com/categories/enterprise-app-store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applivery,https://www.g2.com/categories/enterprise-app-store,tienda-aplicaciones-empresariales,https://www.g2.com/categories/enterprise-app-store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UXCam,https://www.g2.com/categories/mobile-crash-reporting,informes-fallos-aplicaciones-moviles,https://www.g2.com/categories/mobile-crash-reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sentry,https://www.g2.com/categories/mobile-crash-reporting,informes-fallos-aplicaciones-moviles,https://www.g2.com/categories/mobile-crash-reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stream Chat,https://www.g2.com/categories/other-mobile-development,otro-desarrollo-movil,https://www.g2.com/categories/other-mobile-development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapbox Mobile,https://www.g2.com/categories/other-mobile-development,otro-desarrollo-movil,https://www.g2.com/categories/other-mobile-development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuse,https://www.g2.com/categories/other-mobile-development,otro-desarrollo-movil,https://www.g2.com/categories/other-mobile-development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UiPath: Robotics Process Automation (RPA),https://www.g2.com/categories/low-code-development-platforms,,#N/A,https://www.g2.com/categories/automation-testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airtable,https://www.g2.com/categories/no-code-development-platforms,plataformas-desarrollo-sin-codigo,https://www.g2.com/categories/no-code-development-platforms,https://www.g2.com/categories/workplace-innovation-platforms,plataformas-innovacion-trabajo,https://www.g2.com/categories/strategy-and-innovation-roadmapping-tools,herramientas-de-planificacion-y-ejecucion,,,,,,,,,,,,,,,,,,,,,,,,,
Progress Kendo UI,https://www.g2.com/categories/component-libraries,bibliotecas-componentes,https://www.g2.com/categories/component-libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selenium WebDriver,https://www.g2.com/categories/component-libraries,bibliotecas-componentes,https://www.g2.com/categories/component-libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tricentis Continuous Testing Platform,https://www.g2.com/categories/continuous-testing-platforms,plataformas-pruebas-continuas,https://www.g2.com/categories/continuous-testing-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qase,https://www.g2.com/categories/continuous-testing-platforms,plataformas-pruebas-continuas,https://www.g2.com/categories/continuous-testing-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM Engineering Test Management,https://www.g2.com/categories/continuous-testing-platforms,plataformas-pruebas-continuas,https://www.g2.com/categories/continuous-testing-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test IO,https://www.g2.com/categories/crowd-testing-tools,herramientas-pruebas-multitud,https://www.g2.com/categories/crowd-testing-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNGUESS,https://www.g2.com/categories/crowd-testing-tools,herramientas-pruebas-multitud,https://www.g2.com/categories/crowd-testing-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formeer,https://www.g2.com/categories/crowd-testing-tools,herramientas-pruebas-multitud,https://www.g2.com/categories/crowd-testing-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chart.Js,https://www.g2.com/categories/data-visualization-libraries,bibliotecas-visualizacion-datos,https://www.g2.com/categories/data-visualization-libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Chart Tools,https://www.g2.com/categories/data-visualization-libraries,bibliotecas-visualizacion-datos,https://www.g2.com/categories/data-visualization-libraries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jira,https://www.g2.com/categories/bug-tracking,,#N/A,https://www.g2.com/categories/product-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monday dev,https://www.g2.com/categories/bug-tracking,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gitb,https://www.g2.com/categories/application-release-orchestration,orquestacion-lanzamiento-aplicaciones,https://www.g2.com/categories/application-release-orchestration,https://www.g2.com/categories/continuous-delivery,,https://www.g2.com/categories/continuous-integration,integracion-continua,https://www.g2.com/categories/cloud-infrastructure-automation,automatizacion-infraestructura-nube,https://www.g2.com/categories/devops-platforms,plataformas-devops,https://www.g2.com/categories/peer-code-review,,https://www.g2.com/categories/version-control-hosting,hospedaje-de-control-de-versiones,https://www.g2.com/categories/value-stream-management,gestion-de-flujos-de-valor,,,,,,,,,,,,,,,
GitHub,https://www.g2.com/categories/application-release-orchestration,orquestacion-lanzamiento-aplicaciones,https://www.g2.com/categories/application-release-orchestration,https://www.g2.com/categories/continuous-delivery,,https://www.g2.com/categories/continuous-integration,integracion-continua,https://www.g2.com/categories/build-automation,automatizacion-compilacion,https://www.g2.com/categories/configuration-management,gestion-configuracion,https://www.g2.com/categories/cloud-infrastructure-automation,automatizacion-infraestructura-nube,https://www.g2.com/categories/devops-platforms,plataformas-devops,,,https://www.g2.com/categories/version-control-hosting,hospedaje-de-control-de-versiones,https://www.g2.com/categories/gaming-tools,gaming-tools,,,,,,,,,,,
AWS Batch,https://www.g2.com/categories/batch-management,gestion-lotes,https://www.g2.com/categories/batch-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Batch,https://www.g2.com/categories/batch-management,gestion-lotes,https://www.g2.com/categories/batch-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreamSets,https://www.g2.com/categories/batch-management,gestion-lotes,https://www.g2.com/categories/batch-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CloudBees,https://www.g2.com/categories/continuous-delivery,,#N/A,https://www.g2.com/categories/value-stream-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CircleCI,https://www.g2.com/categories/continuous-integration,integracion-continua,https://www.g2.com/categories/continuous-integration,https://www.g2.com/categories/build-automation,automatizacion-compilacion,,,,,,,,,,,,,,,,,,,,,,,,,,,
